start_s,text
2257,:clapping_hands::clapping_hands::clapping_hands::clapping_hands:
2258,そうだろうねｗ
2258,ふーんハッピーエンドじゃん
2261,這い寄った獣　湖南みあ
2261,みあちはひーらーに完勝したんだぞ！
2263,凄い:red_exclamation_mark:
2264,何とも複雑な心境
2264,:clapping_hands_light_skin_tone::clapping_hands_light_skin_tone::clapping_hands_light_skin_tone::clapping_hands_light_skin_tone::clapping_hands_light_skin_tone::clapping_hands_light_skin_tone::clapping_hands_light_skin_tone:
2267,小説の中では彼氏ができましたね
2269,聞きましたよ
2269,祝いアヒージョはよ
2271,換気扇の下の一幕
2272,逆に思ってたらスゴイですわ…
2275,やってたねｗ
2276,換気扇
2276,あーｗ
2278,換　気　扇
2279,換気扇はちょっと
2281,換気扇の下りｗ
2282,換気扇・・・
2282,あっ
2284,換気扇には苦笑しました
2284,換気扇ｗ
2284,換気扇ねｗ
2284,採用ありがとう
2284,換気扇w
2285,すまーとだったなぁ
2285,換気扇がグルグル回っている
2287,換気扇事件は・・・
2292,換気扇w
2294,草
2295,かっこいいやつね
2296,放送事故で笑ったわあれ
2297,あったあったｗ
2298,ごめん、聞いてなかった　でしょ？
2300,うんw
2300,ｗｗｗ
2301,散々焦らして終わり
2302,あれはマスターじゃないとでない回答
2303,アレは何だったんだろｗ
2303,あれもう笑っちゃったもんなｗ
2303,放送事故ｗ
2304,やめたれ
2304,言ってた
2304,草
2304,放送事故ｗｗｗ
2305,草
2305,あの2分は伝説に残るねｗ
2307,草
2307,草
2308,草
2309,ありましたねぇ
2310,草
2310,草
2310,あれはクセになるｗ
2310,沈黙が答ってハンターハンターかよ
2312,草
2312,草
2313,草
2314,草
2314,草
2317,好きすぎますねｗ
2318,草
2319,あれは面白すぎてお腹痛かった
2319,草
2320,タバコはやめーや
2320,草
2321,アレをやりきった胆力に拍手
2322,放送事故のようなｗ
2322,「煙が目に沁みやがる」がオチかと思ってた
2329,草
2329,完全にいきなり距離置こうって言われてテンパってるようにしか見えなかった
2330,言ってたねｗ
2333,あまりにもレアな肩書
2340,やめて差し上げてｗ
2341,婚活系
2342,子育て実況も待ってます
2342,お昼見られてないなぁ
2342,誰か貰ってくれ
2345,結婚したい()VTuber
2347,草
2349,婚活系
2353,ww
2354,責任とってくれ笹大福
2355,みあちも喜ぶよ
2357,みあち困惑しそう
2357,考察やめて差し上げて
2357,自分には勿体ないよみたいなこと言ってた人もいましたね
2357,ｗｗｗ
2358,みあち大喜びよｗ
2363,お幸せに
2366,草
2368,草
2368,w
2368,ww
2368,なんとｗｗ
2369,みあですｗ
2370,ｗｗｗ
2371,わたしは…メアリさん推しです…すいません…！
2371,お前もみあちだｗ
2371,ほぼ湖南みあｗｗｗ
2372,草
2372,ほぼ湖南みあｗ
2372,お見合いさせるなｗｗ
2373,草
2373,ほぼこなんみあってなんだよｗ
2373,草
2374,湖南みあになっちゃってるｗ
2374,ほぼ湖南みあは草
2375,リスナーレベル高いわ
2378,ドッペルゲンガーおるな
2378,俺が湖南みあだ
2378,ほんとうに面白いｗ
2379,うんw
2380,ほぼ湖南みあw
2382,うわーって言いそう
2383,みあちのリアクションみたいｗ
2385,みあちの花婿候補ですおめでとうございます
2386,あーーｗ
2387,あちゃー
2389,草
2389,あww
2389,本人か？？？
2390,推しが違ったｗ
2390,草草の草
2390,あー
2390,送っておきながらお断りは草
2390,フラれてて草
2391,まじかｗ
2391,草
2392,やめてあげてよ…
2392,メアリさんだったかー
2392,あっ・・・
2393,草
2393,知らないところで振られるみあち
2393,i really love you
2393,草
2394,えぇ！？
2395,草
2395,かなしくなっちゃった
2395,あ・・・
2395,慰めアヒージョはよ
2395,(ﾉ∀`)ｱﾁｬｰ
2398,ｗｗ
2398,どんまい　みあち
2399,メアリさんも婚活VTuberじゃんｗ
2400,みあちかわいそう
2400,草
2402,あららー
2404,メアリさんかぁ、それは仕方ないｗ
2406,ｗｗ
2406,メアリ姉さんとこ他人への告白がなぜか送られてくるからOKOK
2406,あっ
2407,あら
2408,みあち…どんまい！
2408,知らないところで振られるっていう…
2409,やめるんかいｗｗ
2409,アヒージョキメるしか…
2409,泣けるVtuber
2410,みあち；；
2410,まさかのw
2411,あっ
2411,婚活界の重鎮やぞ
2411,メアリさんだったかー
2413,草
2413,幼馴染は勝てなかった
2417,全然関係ないところで勝手に振られててほんと草
2418,草
2418,勝手にフラれるみあち
2418,あっ
2420,急に振られるみあち
2421,アヒージョつくるか
2422,みあち…
2422,草
2422,責任取って:red_heart:
2423,またいきなり殴られる湖南みあ
2424,振られてるw
2425,ww
2426,なんでや！みあち関係ないやろ！
2427,これがスマートな振り方か
2429,パッと思いついて書いちゃったやつです…
2430,もう40分だけど大丈夫？
2430,みあち、知らないうちにフラれるｗ
2433,いつのまに重鎮
2433,あっ
2437,面白すぎる
2437,かなしくなりそう
2438,楽しそう
2438,多分ここまでがワンセットなのよｗ
2439,みたいw
2441,婚活コラボｗ
2441,はいっるかこさんは詫びアヒージョね！
2442,婚活ポケモンバトルですか
2443,みあち何も悪くないのに…ｗ
2443,みあちェ…
2444,rukako i love you
2446,たしかに
2447,本人のあずかり知らぬところでフラれるのホント草
2448,ああ
2450,婚活コラボｗｗｗ
2450,よっぱっぱという共通点もあるし、イケるね
2450,婚活コラボｗｗｗ
2454,草
2455,飛び火ｗｗ
2458,みあち元気だして
2458,ｗｗｗｗ
2458,婚活するメアリ，家族を求めるづみちゃん
2459,草
2461,婚活コラボは新しいｗ
2463,ポケモンw
2464,任天堂に怒られそう
2465,ww
2466,嫁来いメアリ　VS　嫁行けみあち
2468,いけ！みあち！ハイドロポンプだ！
2473,困惑するよｗ
2473,みあちの婿殿日和ってる奴おる～？
2474,love you rukako
2474,草
2477,why is her voice so smooth? what is this feeling?
2479,策士
2481,みあちVSメアリさんVSダークライ
2481,策士だねぇ
2482,よろしくお願い致します
2484,だら飲みに混ざって欲しいような、ほしくないような…ｗ
2484,るかこさん策士やなぁ
2486,トレーナーバトルw
2487,さすが鬼畜メガネ
2487,逃げ道塞ぐのさすがだぜｗ
2488,ｗｗｗｗｗｗｗ
2488,心がいてぇよ
2491,ポケモンバトルシリーズ化…
2492,無機物とｗｗｗ
2493,逃がさない戦略草練ってるの
2494,!? 
2494,続くんだｗ
2496,すごいのきたな
2496,ｗｗｗ
2496,どうしてそれをかけたw
2497,.？？？
2497,ｗｗｗ
2499,草
2499,換気扇君w
2499,出だしから何かおかしい
2501,換気扇w
2502,上級者向けですねｗ
2502,急にレベル高くなったな
2505,換気扇がwww
2505,草
2505,換気扇くんw
2505,ｗｗ
2505,草
2506,うまいｗｗ
2506,！！？
2508,空回りｗ
2508,換気扇・・・？
2509,コントかな
2509,草
2509,やかましいわｗ
2510,（やかましいわ！）
2510,草
2511,なにゆうてんねん
2512,換気扇君ｗ
2512,こわいこわい
2514,こりゃあ大変なことになってきたぞぉ
2514,化け物じゃねーか！！
2514,草
2515,やかましいわｗｗｗ
2515,自ツッコミ草
2516,草
2516,恐ろしいｗ
2516,色々おかしい
2518,急に流れが変わった
2518,やかましいわｗ
2519,どうなっちゃうの～！
2519,バイオに出てませんでしたか？
2520,お化け屋敷やんか
2520,換気扇でもいいから結婚したれや！
2521,お相手は換気扇…
2521,草
2522,いやホラーでしょｗ
2523,頭の中どうなっちゃってるのー？？
2523,5000rpmで回ってそう
2524,えww
2525,事故なんよw
2525,おいここはフェイクコーナーじゃないぞ！並行世界に帰れ！ｗ
2525,やかましいわ
2527,墜落で草
2527,どうなっちゃうの～～？
2528,墜落しそう
2528,事故確定ｗｗ
2528,またホラーにしようとしてる
2528,浦沢義雄あたりが書きそうな
2528,ハードランディングな未来
2528,草
2530,あぁ夢小説だ
2531,着陸できればましな方
2533,高性能AI換気扇くん
2534,みあち人気じゃん
2534,よろしくできるのかしら
2536,武器人間ですか？
2536,武器人間みたいになってきたw
2538,アンリアルライフじゃんｗ
2542,五体無事で済めばいい胴体着陸
2542,めっちゃおもろいやんけ！
2543,それは無下にしていいのでは
2545,草
2550,SCPだもの
2553,とりあえず換気扇くんの下でアヒージョ作ろう
2560,着地ミスだよ！
2560,幸せになれる未来が見えない
2561,ほぼドリル状態
2564,ノーガンズライフか？
2565,確かに無機物のままの君でいてほしい
2565,トラウマなるで
2567,換気扇ショック
2567,そんなやつバイオ８におったな
2576,換気扇のムーブは回転運動だけなんよ・・・
2577,自我が芽生えてしまった者の悲しい末路
2578,換気扇神経衰弱、いやマッチング？
2581,みあちのことを話すだけで面白いの悔しいなｗ
2585,ショックの質が違う気もするが
2585,換気扇と幸せになって欲しいなぁ
2588,切り抜き待ってます
2589,願いもくそもなさそうＷＷ
2590,新しい妖怪か？
2595,いや、あれは１分じゃ無理だったｗ
2595,こんな深夜のラジオ配信で換気扇の話ってそれだけで面白い
2596,昼みるちーずは毎回神回
2596,見てないねぇ
2599,本人の知らないところでどんどんｗ
2605,ためというか間がステキだった
2606,ランチミーティング毎回おもろいし元気になりますわ～^^
2607,換気大事だしな(適当)
2608,短かった気かする？
2608,みあちの溜め長いから1分は…
2612,ww
2618,放送事故タイムですよ
2621,間がすごいｗ
2623,何回も繰り返してしまうかも…w
2624,無言という演技だからね！
2627,その後笑う時間が2分必要
2627,人の枠でｗ
2628,www
2628,意識高い系w
2631,草
2631,草
2631,放送事故の演技だから
2632,深呼吸みたいな時間が５秒くらいあったもんな
2632,草
2632,草
2634,意図的放送事故
2634,人の配信だからいい説
2634,草
2638,人のチャンネルだからってw
2638,w
2638,普通のラジオだと無音になると大変に…！
2639,シンプルに苦情で草
2642,草
2643,コラボだから？
2645,照れてるんじゃない？＞コラボ
2654,プロでしたか
2657,うかつな発言すると恐ろしいことになるからだろうなあｗ
2662,演技だったのか！
2666,今きたぞるかこ！！今日もかわいいぞ！！！
2672,お！
2675,コラボでもホスト側の強み
2675,るかこさんだ！
2676,お
2676,ちわー三河屋でーす
2677,るかこさん小説来た！
2677,お
2678,可愛い〜
2679,おっ
2679,るかこちゃんだ！
2681,とうとう来た！
2681,お？
2682,やっとあにまーれっぽくなった
2684,お
2685,おおお
2686,お
2686,るかこさんや
2689,ｗｗｗｗｗｗ
2691,ご本人が！
2692,お
2692,みあち登場
2692,まーーたんみあちｗｗｗ
2693,お
2693,またみあちｗ
2696,モテる食べ物？？
2697,すぐみあち出るじゃんww
2697,みあちw
2697,しなぷすぅぅｗｗｗｗｗ
2697,大人気
2698,ちゃんと経理担当してる
2700,みあちですぎｗ
2700,シナプス繋ごうぜ！
2700,出現率高し
2703,シナプス！
2703,おっ
2704,アヒージョｗ
2704,またみあちｗ
2704,便利屋みあち
2705,私も興味あります
2708,あ
2708,あっ
2708,アヒィ
2709,アヒージョw
2709,アヒージョじゃんけ
2711,あっ
2711,シナプス繋ぎだ
2711,アヒージョやないか！
2711,アヒージョｗ
2711,もうｗｗｗ
2712,それアヒージョやないか
2712,ミルクボーイ！？
2712,湖南みあ、夢小説に出がち
2712,あ
2713,アヒージョw
2714,アヒージョ定期
2715,みあちは恋愛マスターだから出番が多い
2715,アヒージョｗ
2715,アヒ・・・アヒ・・・
2716,アヒージョｗｗ
2717,アヒージョやんｗ
2718,ほんならアヒージョちゃうかー
2718,もうみあち夢小説なんよ
2718,アヒージョじゃないの？
2719,草
2719,あ
2719,みあち登場ｗｗ
2720,アヒー…！
2722,みあち便利に登場しがちだねｗ
2723,アヒージョきたｗｗ
2723,じゃあアヒージョとちゃうかー
2723,ミルクボーイじゃねえか！
2723,ミルクボーイｗｗｗ
2724,ミルクボーイはじまるやん
2725,ｗｗｗ
2725,ほなアヒージョちゃうかー
2727,ほなアヒージョとちゃうかー
2727,ほなアヒージョちゃうか～
2727,ミルクボーイはじまったな
2727,ミルクボーイｗ
2728,ザリガニｗ
2728,ほなアヒージョちゃうかー
2728,ほなアヒージョちゃうかあ
2729,ミルクボーイ
2729,ザリガニ・・・
2730,泥は抜こうよ
2731,ミルクボーイｗｗｗ
2732,アヒー女出たわね
2732,あ゛ぁ゛
2733,えw
2733,草
2733,ミルク…
2733,じゃあアヒージョちゃうかー
2733,ザリガニｗｗ
2734,ザリガニw
2734,ここからミルクボーイｗｗｗ
2734,ほんならアヒージョちゃうかー
2734,ザリガニww
2735,漫才始めるなw
2735,みんなアヒージョ好き過ぎやろｗ
2737,ほなアヒージョちゃうかあ
2737,草
2738,昼のミーティングからじゃんｗｗｗ
2738,ミルクボーイｗｗｗ
2739,ザリガニはモテねぇよｗｗ
2739,ザリガニは高級食材だが
2739,アヒージョもザリガニ使うよ
2739,ほなアヒージョちゃうかー
2740,ミルクボーイじゃねぇか！
2740,ｗｗ
2741,じゃあアヒージョやないなぁ
2742,ほなちゃうかぁ
2742,アレンジレシピ？
2742,これはw
2742,ほなアヒージョとちゃうか
2744,ザリガニのアヒージョでしょう
2744,それ、モテる料理か・・・？
2744,ミルクボーイw
2748,海外では一応食べるので…
2748,ミルクボーイやんけｗｗ
2749,ネタやんけｗ
2751,ザリガニｗ
2751,やっぱアヒージョか
2752,それやっぱりアヒージョですね
2753,そりゃアヒージョやな
2753,夢小説＝漫才
2755,ww
2755,なんか複雑になってきたｗｗ
2755,麻生久美子エピソードよう知っとるなぁ
2755,草
2756,ほなアヒージョやないか
2757,アヒージョ…
2759,エスカルゴか
2759,みるくぼーい
2760,ｗｗｗ
2760,ランチミーティングが活かされてる
2761,ザリガニだっていいとは思うがw
2761,ほなアヒージョと違うかぁ
2762,これ好き
2762,ペコちゃん！？
2764,アインシュタインｗ
2764,アヒージョってそんな無国籍になってたのかｗ
2764,ミルクボーイじゃねぇか!!
2765,じゃあアヒージョじゃないかあ
2766,草
2766,アヒージョちゃうやないか
2767,ｗｗ
2768,ほなアヒージョじゃないな
2769,うーんならアヒージョちゃうねえ
2769,ほなアヒージョちゃうかー
2770,これ好き
2770,草
2771,草
2772,ペコちゃんww
2772,草
2773,草
2773,草
2774,これ考えた人天才だｗ
2775,コンフィもワンチャンある
2775,草
2775,そらもうペコちゃんやな
2776,ほなちゃうかー
2776,夢ミルクボーイやめろｗｗｗ
2777,ペコちゃん…ｗ
2777,混とんとしてきたな…
2777,韻踏んでるw
2778,ミルクボーイなの草
2779,例えがｗ
2780,これは何の漫才？ｗ
2782,アヒージョというかみあち
2782,ww
2783,ペコちゃんじゃなくてアインシュタインになるぞ
2783,こしゃくなｗ
2784,小癪なw
2786,こしゃくなw
2786,小癪ｗｗ
2791,こしゃくw
2791,小癪なw
2793,！？
2795,小癪なｗ
2797,？？？
2797,文章回しが面白すぎるｗｗ
2797,ネタが上手いｗｗｗ
2798,小癪なｗｗ
2798,アインシュタインｗｗｗ
2798,ｗｗｗ
2800,？？？
2802,伊勢海老のことかも？（ザリガニ
2802,:zany_face:
2805,ｗｗ
2806,どういう事やねんw
2806,芸人の方ｗ
2808,ネタがうまい
2809,下がのびる
2812,芸人だったらアゴが
2812,やっぱアヒージョやないか
2813,なんなんw
2819,え
2821,アヒージョやないか
2823,ほなアヒージョやないか
2823,ほなアヒージョやないかい！
2824,アヒージョじゃねーか！！
2825,衝撃の事実
2825,やっぱりアヒージョじゃないか
2829,やっぱりアヒージョｗ
2830,アヒージョやないか
2830,やっぱりアヒージョ
2830,じゃあアヒージョじゃねえかｗ
2832,アヒ―ジョやないかい!
2832,やっぱアヒージョやないか
2833,やっぱアヒージョじゃねーか！
2833,え？えぇぇぇ・・・
2834,ほんならアヒージョやないか
2837,ほなアヒージョやないかい！
2838,からかわれてたｗ
2841,アヒージョじゃねーか！
2842,アヒージョやないかーい
2842,るかこさんっぽいｗ
2843,とりあえずコレNSCに持ち込んでww
2843,最後に鬼畜メガネ
2850,良い夢小説
2853,:owl:
2854,実は全てアヒージョの特徴だったという恐怖
2854,アヒージョの概念が乱れる…！
2855,おしゃれ
2855,いい感じに終わるじゃん
2857,:owl:ﾎｰｳ
2858,:owl:ﾎｰｳ
2858,ミルクボーイのネタ汎用性高くてすき
2859,いいねぇこれ
2859,ﾎｰｩ
2859,:clapping_hands::clapping_hands::clapping_hands::clapping_hands:
2859,ﾎｰｩ
2859,これは良い
2860,:owl:
2861,いいねえ
2861,夢小説って本人に送っていいんだ
2862,おもしろい
2863,ﾎｫ:owl:
2864,感動
2864,ホーウ
2865,お後がよろしいようで
2865,お洒落だ
2865,:clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands:
2865,:clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands:
2866,これはいい夢小説
2868,るかこさんの雰囲気はすごいでてた
2870,ミルクボーイ
2871,おもしろい
2871,面白すぎる
2871,つまりアヒージョ
2871,アヒージョゲシュタルト崩壊してきた
2871,ショートショートだ
2872,フクロウおるとかすごい立地
2872,:clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands:
2872,:owl:
2873,:clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands:
2874,オイルボーイ
2876,草
2878,:clapping_hands_light_skin_tone::clapping_hands_light_skin_tone::clapping_hands_light_skin_tone::clapping_hands_light_skin_tone::clapping_hands_light_skin_tone::clapping_hands_light_skin_tone:
2879,る「アヒージョ。食べに行きません・・・？」
2880,まさかのシンクロ
2881,ネタっかぶりｗｗ
2882,文豪やん
2882,まじかw
2883,ミルクボーイ被り！？
2884,アヒージョのゲシュタルト崩壊
2884,神経衰弱きたわね
2885,ミルクボーイがかぶることある？？
2885,また神経衰弱が成立してしまった
2885,やりおるわね
2885,まじかｗｗ
2886,また神経衰弱かあ
2886,草
2887,草
2887,ミルクボーイまだ流行ってて嬉しい
2887,筆が早い
2887,聞きたいw
2888,そこで被ることあるw
2888,ミルクボーイ神経衰弱ｗ
2888,またシンクロしてる
2889,ｵﾓﾛw
2890,まさかミルクボーイで被るとわ思わんよ
2891,草
2891,まさかのミルクボーイかぶりｗ
2893,必然的に長文になるヤツ
2894,ペア成立
2894,ミルクボーイ神経衰弱は草
2894,ネタ被りｗ
2894,シナプス繋がった
2894,ネタ被ってもうたか～
2895,ミルクボーイ神経衰弱はすごすぎるｗ
2899,そういうネタなんだ？知らないなぁ
2900,同じ人？
2903,ゾーンに入ったのかも
2903,ミルクボーイ被り
2905,アヒージョとあひーじょで　アヒージョが被ってしまった　ここはあひーじょだけで十分なんだな
2912,なぜｗｗ
2915,電波受信ってあるんだなぁ
2917,そういう周期か
2918,マッチングしすぎやなぁ
2920,やっぱアヒージョって便利なんだなあ
2921,ミルクゾーン
2921,アヒージョゾーン
2921,ミルクボーイゾーンとは
2922,シンクロニシティ
2922,夢小説適正が高かったんですかね
2931,コーンフレークね
2934,ネタはマッチングできるのに・・・
2936,一昨年なんよ
2939,シンクロニシティ…
2939,おととしですかね
2940,コーンフレークネタ
2942,コーンフレークめちゃくちゃ面白かったね
2944,コーンフレークやないかい！
2946,うんw
2947,ｗｗ
2947,見てみるわ
2950,うんｗ
2950,ほうほう
2950,ミルクだからだろうか
2950,うんうん
2955,説明下手
2961,時を戻そう
2962,混ざったねぇ
2963,ピンポイントｗ
2967,すごい伝わらなくてわろた
2968,是非今年の見取り図もお願いします
2969,具体的商品名w
2972,商品名だもの
2972,公式動画上がってるんだっけ？ｗ
2973,M1はアマプラに公式あったはず
2976,腕組んだトラね
2980,るかこさんガチ恋夢小説はありましたか？
2981,love you
2982,すげえｗ
2983,一万w
2984,またやります？
2985,すげえｗ
2985,草
2986,一万字！？！？
2986,1万？
2987,普通に小説で草
2988,ちょっとした短編小説じゃん
2988,また次回呼んであげて
2988,１万ｗｗｗｗ
2988,１万字ｗ
2989,すべぇ
2989,一万ｗ
2990,すげぇw
2990,1万！
2990,なげえｗｗｗ
2991,すげ
2991,すご
2991,大作なんだよなぁ
2991,１万！？
2993,大作で草
2993,小説やんけ
2993,すげぇw
2993,すげぇw
2994,大作じゃないですか
2994,すげぇ
2995,すごいw
2996,クソ長いｗ
2997,もう別のとこにあげてw
2997,一万字！！
2997,省いて１万？？？
2998,省いた結果が！？
2998,すごすぎるｗ
2999,一万字！
2999,noteにでも投稿してほしい
2999,熱量がすごいｗ
3000,そんな打ち込めるんだあのフォーム
3001,一万字w
3001,ガチガチの小説w
3001,ほんとに小説やないかｗ
3001,1万！？それだけで配信1回出来る・・・！
3001,1万字とか、もう読まれなくていいと思ってるやつだ
3004,すごいｗ
3005,文豪もいたもんだなあ
3007,もうみるちーずコラボで配役決めてやってほしい
3008,i love you ver much
3009,でも完成版じゃなかったｗｗ
3011,いつものｗ
3011,10000？！
3012,わかる
3013,ど、どうも…
3014,まだ完成してなかったw
3014,www
3020,ｗｗｗ
3023,フォームにそんなに入るんだ
3023,そんなにフォームって送れるの？？
3026,アニ宮ニキｗ
3026,ｗｗｗ
3026,いや草
3028,あにびっと白宮は良い
3028,草
3029,PUIPUI
3030,Tokiwaさんさすがですねｗ
3031,そこｗｗｗ
3031,えw
3032,投稿版は3000字弱でした・・・
3033,？？？？？ｗｗｗ？？？ｗｗｗｗ
3036,個人的すぎるw
3036,それでいけるのがすごいw
3037,何それ面白そうw
3038,何それ読みた過ぎる
3038,文字数よｗ
3038,めちゃくちゃ気になるなぁ
3039,マジで書いた人いたのかw
3041,終始ぷいぷい言って欲しい
3041,草
3042,めちゃくちゃ読みたいw
3044,へええ
3045,長すぎたかーｗ
3047,時空歪めなきゃ
3049,ｗｗｗｗｗｗｗ
3054,それだけの朗読枠とっちゃうとか（ｗ
3056,これで白宮じゃなかったら事件
3059,聞きたかった
3068,るかこちゃんパート2
3068,るかこか？
3072,いきなり死にかけてる
3075,開幕満身創痍
3075,白宮さんェ……
3075,白宮じゃないんかい
3076,かなしいなあ
3077,お？
3081,そういえばスパイでしたね
3082,お？
3085,開幕から瀕死ｗ
3085,あにまーれの敵地……！？
3085,ホットスタートわね
3086,シリアスきた？
3087,突然の告白きた！
3088,ひゅー
3090,お＞
3097,るかこさんは無言で殺してくれるだろw
3097,おつまーれ？
3098,おつまーれ？
3100,あ・・・
3101,:red_heart:
3102,お、おつ、おつ…
3102,ｗｗ
3103,おつまーれでしょうね
3103,草
3104,おつまーれ？
3105,お？
3106,性癖がｗ
3106,ん？ｗｗ
3106,おつまーれ
3107,性癖的なやつじゃん
3107,おつまーれ
3107,またかｗ
3107,おつ…
3107,あっ
3108,おつまーれ！
3109,ん？
3109,おつまーれ？
3109,おつまーれ
3110,おつまーれ・・・・
3110,おつまーれ・・・（ぐきっ）
3110,おつまーれ
3111,おつまーれw
3111,この人かw
3111,あれ？
3112,そこは泣いたらあかん
3114,草
3115,やっぱりｗ
3115,草
3115,草
3115,おつまーれ
3116,良い
3116,やっぱり
3116,おつまーれw
3118,綺麗に落ちがついた
3118,草
3118,ひどいw
3119,性癖見えてますねえ…
3119,なんか前に聞いたようなｗ
3119,おつまーれ
3120,すばらしい
3120,わかってたのに笑っちゃった・・・
3120,う…
3120,性癖なんですよ
3121,成仏してもろて
3121,おつまーれ…
3121,草
3122,草
3122,草
3124,草
3124,おつまーれ！
3125,やっぱりww
3125,草
3126,人生おつまーれだ……
3126,おつまーれ
3128,完成度高
3128,ｗｗｗｗｗｗｗギャグになっちゃったよ
3128,今日配信終了時死ぬ人続出しそうｗ
3128,まぁその死に様なら
3128,草
3128,おつまーれ・・・
3129,オチを予想されてるｗ
3130,死にきれないよなあ・・・
3131,おつまーれ…
3132,人生におつまーれｗ
3132,草
3134,夢最高
3135,予測可能回避不可能
3136,最高の散り際ｗ
3137,終焉の言葉おつまーれ
3137,w
3138,草
3138,人生おつまーれｗｗ
3139,そのFA見たねｗ
3140,ファンアートにもありますからねｗ
3140,また癖の人じゃないですかぁ
3140,ファンアートあったわねw
3140,るかこさんの首締めおつまーれは笑顔じゃなきゃ
3141,草
3143,ｗ
3144,もう悔いないよね
3144,素晴らしいw
3146,これは癖の極み
3147,草
3147,見た見た
3148,見た見たｗ
3148,ありましたね。ファンアート
3152,いい死に方だ
3153,有識者あとでRTして
3154,マジかよ……
3155,あにまーれの首絞め担当
3157,プロはワイヤーを使う
3159,わかる
3159,こっわ
3160,すごい癖がいたもんだｗ
3160,草
3160,業が深い
3160,よく歪んでますなぁ
3161,おつまーれは死の挨拶
3161,草
3161,いいよねっていわれてもw
3162,素晴らしいですね
3162,草
3163,でたなｗ
3163,どういう性癖なんですか
3166,性癖が過ぎるｗ
3166,笑顔でお願い
3167,最高の死に方じゃん
3169,ご本人さんｗ
3170,本人降臨
3171,草
3175,いいよねって…ｗ
3176,首絞めプレイは定番らしいんだけど、だけど
3179,草
3180,素敵なんだろうか・・・
3181,首絞め好きはいるもんねw
3183,ニーアオートマタ思い出しちゃった
3184,格付けだったな
3186,首締めおつまーれｗ
3187,性癖がでてて良いですね
3190,首締めおつまーれは草
3192,人生おつまーれですか
3194,首絞めおつまーれ
3195,首絞めおつまーれ
3199,首絞めおつまーれプレイ
3200,重いのよ
3204,世紀末喫茶あにまーれだしな
3206,思いのほかシリアス
3207,首絞めおつまーれで一気に目さめた
3208,るかこさんの言い方だいいのよ
3208,今後使いづらくなるｗ
3208,首絞めおつまーれ
3209,るかこさんのおつまーれは最期用
3209,いやいや
3210,w
3212,ポップというにはウィスパーが過ぎる
3212,死は救済
3213,明るく絞殺？
3213,どこだっけｗ　初出はｗ
3214,毎回言うたびに逝ってる人がおるんか？
3214,そのままのるかこでいて
3216,るかこさん3D配信でしてほしいポーズ決まったな
3220,おつまーれ(ボキイ！)
3222,全部面白かった:clapping_hands::clapping_hands::clapping_hands::clapping_hands:
3223,首絞めるかこ
3223,いつもどおりでお願いします。＜おつまーれ
3226,:clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands:
3227,あにまーれって無法地帯だから...
3227,今際の際に聴きたい言葉、おつまーれ
3228,みあさん大喜び
3228,くびしまーれ
3229,あれが良いのよあの言い方が
3229,みあちデッキ潤ってそう
3233,みあち人気だなｗ
3234,love you
3235,８８８８８８８８８８
3235,素晴らしい企画だった
3237,実質湖南みあをイジるコーナーだったぞ
3237,次に会う時に思い出し笑い不可避
3237,:clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands:
3240,:clapping_hands_light_skin_tone::clapping_hands_light_skin_tone::clapping_hands_light_skin_tone::clapping_hands_light_skin_tone::clapping_hands_light_skin_tone::clapping_hands_light_skin_tone:
3241,素敵な企画でした:clapping_hands::clapping_hands:
3245,湖南みあの面白さに気付く配信
3246,:clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands:
3248,アヒージョ舌ペロみあちゃん大人気だな
3250,:clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands:
3251,うさんくささんだ！！
3251,うさんくさいやつ
3252,多かったんだｗｗ
3253,胡散臭いのきた
3254,:clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands:
3255,親の顔より聞いた胡散臭いテーマ
3255,良いBGMだ
3256,胡散臭いBGM！！
3257,うさんくさいBGMきたあああああ
3258,みあちの汎用性よ
3259,i really love you
3259,BGMがうさんくさい
3261,うん
3261,さすがみあちだぜ
3261,胡散臭いやつきたわね
3262,いつもの胡散臭さ
3263,みあち愛されキャラなんだよなぁ
3263,うさんくさいＢＧＭだ！
3264,うさんくさいBGM
3266,親の声より聞いたBGM
3267,うさんくさＢＧＭきたー
3269,なんだかんだみあちも素敵
3269,うさんくさいBGMたすかる
3273,あやしいＢＧＭきた
3277,胡散臭いやつきたわね
3280,！！？
3283,いいね
3284,もっと親のBGM聞いて
3286,いいね！ｗ
3288,ラブレター企画助かる
3288,またやるんですかｗ
3291,おお！
3292,お、またやりますか
3292,ラブレター企画いいね
3308,感動してましたよ
3308,素敵な話だった
3308,あ・・・
3309,いいエピソードだった
3310,ｗｗｗ
3311,ｗｗｗ
3311,草
3313,ｗ
3314,草
3317,みあちの周りにはいなかったんだよ
3319,草
